"","RouteDataID","CountryNum","StateNum","Route","RPID","Year","RecordedCar","Car1_10","Car11_20","Car21_30","Car31_40","Car41_50","Car1","Car2","Car3","Car4","Car5","Car6","Car7","Car8","Car9","Car10","Car11","Car12","Car13","Car14","Car15","Car16","Car17","Car18","Car19","Car20","Car21","Car22","Car23","Car24","Car25","Car26","Car27","Car28","Car29","Car30","Car31","Car32","Car33","Car34","Car35","Car36","Car37","Car38","Car39","Car40","Car41","Car42","Car43","Car44","Car45","Car46","Car47","Car48","Car49","Car50","Noise1","Noise2","Noise3","Noise4","Noise5","Noise6","Noise7","Noise8","Noise9","Noise10","Noise11","Noise12","Noise13","Noise14","Noise15","Noise16","Noise17","Noise18","Noise19","Noise20","Noise21","Noise22","Noise23","Noise24","Noise25","Noise26","Noise27","Noise28","Noise29","Noise30","Noise31","Noise32","Noise33","Noise34","Noise35","Noise36","Noise37","Noise38","Noise39","Noise40","Noise41","Noise42","Noise43","Noise44","Noise45","Noise46","Noise47","Noise48","Noise49","Noise50","RouteYear"
"187",6249871,124,68,15,101,2005,"1     ",9,9,7,10,15,1,1,1,0,1,1,1,0,1,2,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,152005
"188",6250965,124,68,15,101,2006,"1     ",5,5,5,10,19,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,4,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,152006
"189",6261978,124,68,15,101,2007,"1     ",6,3,4,7,25,1,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,2,1,1,7,1,3,1,0,3,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,152007
"190",6300461,124,68,15,101,2008,"NULL",11,4,3,1,10,1,1,0,1,0,2,1,2,1,2,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,152008
"191",6310500,124,68,15,101,2009,"NULL",9,3,3,4,12,0,2,0,1,0,2,0,2,0,2,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,3,0,4,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152009
"192",6316867,124,68,15,101,2010,"1     ",9,2,4,6,16,0,1,0,1,1,0,5,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,3,0,5,4,1,2,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,152010
"193",6340775,124,68,15,101,2011,"1     ",5,6,3,12,46,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,1,0,0,1,0,0,0,2,0,0,0,2,0,0,2,1,2,0,0,2,3,3,4,20,4,3,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,152011
"194",6344260,124,68,15,101,2012,"NULL",14,5,4,11,7,0,0,3,2,1,2,0,5,0,1,0,2,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,2,0,0,0,1,0,2,0,0,6,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,152012
"195",6351734,124,68,15,101,2013,"1     ",13,5,6,19,28,0,0,2,0,0,2,3,2,3,1,1,0,0,1,0,1,0,0,2,0,1,0,0,1,0,0,1,1,0,2,3,1,1,0,2,2,3,1,1,5,6,6,5,3,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,152013
"196",6356019,124,68,15,101,2014,"NULL",25,5,8,9,25,1,2,3,2,1,8,0,1,1,6,2,0,1,0,0,0,0,0,2,0,0,0,0,2,0,1,1,4,0,0,0,1,0,0,2,2,0,0,0,4,5,5,4,5,0,4,2,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,152014
"197",6357454,124,68,15,101,2015,"1     ",30,12,18,27,34,3,2,3,2,2,5,3,3,5,2,1,1,4,2,0,1,1,0,1,1,1,1,1,1,3,2,1,2,2,4,2,3,2,2,2,4,4,2,2,4,6,8,8,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,152015
"198",6360768,124,68,15,101,2016,"1     ",13,11,7,25,46,0,0,1,3,1,1,2,2,2,1,2,2,0,1,3,2,0,0,0,1,1,1,2,2,0,0,1,0,0,0,0,0,0,4,3,3,4,0,3,8,3,13,16,2,3,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,152016
"199",6364070,124,68,15,101,2017,"1     ",32,5,8,21,34,1,1,1,3,3,13,2,1,2,5,0,0,0,1,0,0,0,0,4,0,2,0,0,2,0,0,0,1,2,1,1,1,1,0,0,1,0,2,1,14,7,8,7,3,4,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,152017
"200",6241669,124,68,16,101,2004,"1     ",6,2,0,9,42,0,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,1,1,0,1,1,0,0,8,7,6,7,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,162004
"201",6249081,124,68,16,101,2005,"1     ",3,4,14,14,48,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,1,0,1,8,2,1,0,0,3,6,0,0,0,2,2,1,2,1,3,12,0,9,7,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162005
"202",6250966,124,68,16,101,2006,"1     ",7,4,9,5,26,0,0,0,0,0,0,1,2,3,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,2,1,3,1,0,0,1,0,2,0,2,0,0,0,0,0,3,0,0,2,3,4,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162006
"203",6262380,124,68,16,101,2007,"1     ",3,5,8,7,63,0,0,0,0,0,0,0,1,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,1,4,1,0,0,1,0,0,2,0,0,9,0,12,9,8,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162007
"204",6300468,124,68,16,101,2008,"NULL",5,6,17,12,23,0,0,0,0,1,0,0,0,3,1,2,1,1,1,0,0,0,1,0,0,1,0,1,0,2,2,1,8,2,0,0,1,0,5,2,1,0,1,0,2,0,0,2,0,4,0,4,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162008
"205",6311103,124,68,16,101,2009,"NULL",4,5,7,9,39,0,0,1,0,0,1,0,1,1,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,5,0,2,0,1,0,0,1,1,2,2,2,0,2,3,0,0,7,5,3,4,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162009
"206",6317599,124,68,16,101,2010,"1     ",2,0,2,6,73,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,2,0,0,0,1,1,11,4,11,14,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,162010
"207",6340776,124,68,16,101,2011,"1     ",8,1,7,1,23,0,0,0,0,0,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,3,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162011
"208",6344672,124,68,16,101,2012,"NULL",4,0,12,14,27,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,6,0,1,0,0,1,5,2,2,2,0,0,2,1,2,4,0,4,3,1,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162012
"209",6352930,124,68,16,101,2013,"1     ",2,1,11,7,54,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,9,0,0,0,0,2,5,0,0,0,0,0,0,0,0,2,0,7,14,6,5,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,162013
"210",6354345,124,68,16,101,2014,"1     ",1,0,2,1,54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,11,4,5,7,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,162014
"211",6359766,124,68,16,101,2015,"1     ",1,0,2,7,87,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,2,0,0,0,0,0,1,0,0,0,13,17,13,9,21,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,162015
"212",6363431,124,68,16,101,2016,"1     ",3,0,12,10,42,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,1,1,0,5,1,0,1,0,1,0,0,1,1,0,8,8,3,9,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162016
"213",6364486,124,68,16,101,2017,"1     ",0,0,2,9,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,4,1,0,1,1,0,0,0,0,1,0,0,6,5,9,6,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,162017
"214",6229905,124,68,18,101,1997,"NULL",1,0,5,8,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,2,3,4,6,2,0,5,4,5,8,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181997
"215",6242821,124,68,18,101,2001,"1     ",0,4,11,2,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,1,2,1,1,1,0,2,0,0,0,1,0,1,0,0,0,0,0,3,6,2,7,9,11,12,5,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,182001
"216",6245052,124,68,18,101,2002,"1     ",0,0,3,7,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,2,5,3,1,3,6,12,14,10,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182002
"217",6170780,124,68,18,101,2003,"1     ",1,0,8,8,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,3,3,3,4,1,7,11,12,11,9,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182003
"218",6242082,124,68,18,101,2004,"1     ",0,0,8,5,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,3,5,9,9,6,16,10,15,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182004
"219",6248732,124,68,18,101,2005,"1     ",2,0,11,2,83,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,2,9,6,5,11,13,13,10,9,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,182005
"220",6250967,124,68,18,101,2006,"1     ",0,1,7,6,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,2,0,0,0,5,2,9,8,5,6,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182006
"221",6260709,124,68,18,101,2007,"1     ",1,2,14,12,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,1,0,1,1,0,3,4,0,1,1,0,0,0,0,5,1,3,6,3,6,4,1,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182007
"222",6298466,124,68,18,101,2008,"NULL",4,3,21,15,30,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,14,0,0,0,0,0,2,2,0,3,0,0,3,1,2,0,0,0,6,3,2,5,4,3,2,2,2,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,182008
"223",6310555,124,68,18,101,2009,"NULL",2,0,5,7,25,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,3,1,0,1,0,0,0,1,1,0,2,3,2,5,4,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,182009
"224",6318063,124,68,18,101,2010,"1     ",1,0,4,4,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,2,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182010
"225",6340777,124,68,18,101,2011,"1     ",0,0,8,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,3,2,4,1,1,5,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182011
"226",6346195,124,68,18,101,2012,"NULL",0,3,4,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,2,3,1,2,3,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182012
"227",6351718,124,68,18,101,2013,"1     ",0,1,13,3,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,4,3,0,1,1,1,0,0,0,0,0,0,0,1,0,3,3,4,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182013
"228",6354826,124,68,18,101,2014,"1     ",0,0,7,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1,0,3,3,1,5,4,3,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182014
"229",6359367,124,68,18,101,2015,"1     ",0,1,6,4,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,4,1,3,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,182015
"230",6360854,124,68,18,101,2016,"1     ",0,0,4,2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,3,5,8,5,5,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182016
"231",6366625,124,68,18,101,2017,"1     ",1,1,7,8,38,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,3,2,4,3,3,3,3,6,3,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182017
"232",6234143,124,68,20,101,1997,"NULL",3,7,4,22,34,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,3,2,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,3,1,7,4,1,4,2,2,6,3,4,1,2,1,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201997
"233",6242089,124,68,20,101,2001,"1     ",0,3,3,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,1,6,4,5,1,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202001
"234",6172011,124,68,20,101,2003,"1     ",2,13,7,28,40,1,0,0,0,1,0,0,0,0,0,1,1,0,1,4,3,0,0,1,2,0,1,1,0,0,2,1,0,2,0,0,0,0,0,7,4,3,6,4,4,6,5,4,6,2,2,2,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202003
"235",6241674,124,68,20,101,2004,"1     ",0,6,0,24,40,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,1,4,5,4,4,8,4,4,3,2,4,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202004
"236",6249197,124,68,20,101,2005,"1     ",5,25,4,37,61,0,0,0,0,0,0,0,3,1,1,1,5,6,7,5,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,1,4,7,4,8,10,2,10,14,8,10,4,1,3,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202005
"237",6250968,124,68,20,101,2006,"1     ",2,9,1,57,52,0,0,0,0,0,0,0,1,1,0,0,0,4,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,7,23,8,11,0,14,9,8,5,7,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202006
"238",6260321,124,68,20,101,2007,"1     ",6,24,6,65,52,3,0,0,0,0,0,0,1,2,0,3,3,1,6,3,7,1,0,0,0,0,3,0,1,0,1,1,0,0,0,0,0,0,2,17,5,15,11,6,9,16,5,12,5,2,3,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202007
"239",6297974,124,68,20,101,2008,"NULL",6,14,1,47,46,0,1,0,0,0,0,1,1,1,2,3,1,5,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,7,6,9,2,15,11,6,4,4,1,2,5,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202008
"240",6310762,124,68,20,101,2009,"NULL",0,15,3,36,35,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,4,0,1,0,0,1,1,0,0,0,1,0,0,0,0,4,1,0,0,2,7,4,8,5,5,3,9,4,10,3,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202009
"241",6319447,124,68,20,101,2010,"1     ",2,19,6,38,39,0,0,0,0,0,0,1,0,1,0,0,0,0,5,14,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,5,9,6,3,7,8,8,6,9,5,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202010
"242",6340778,124,68,20,101,2011,"1     ",2,12,0,48,50,0,0,0,0,0,0,0,0,1,1,1,1,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,10,10,5,13,3,6,8,9,12,1,3,1,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,202011
"243",6346600,124,68,20,101,2012,"NULL",5,14,1,41,34,0,0,0,0,0,0,1,2,1,1,1,4,1,3,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,4,9,8,2,12,3,8,0,9,1,3,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,202012
